landId,name,devRank,devPoint,statsToken,statsResources,statsResource,storageToken,storageResources,storageResource,profileComment,profileImage,profileColor,owner,saleStatus,salePrice,salePriceUSD,contributed
164148,,1,55202,0.0000,0,"0,0,0,0",0.0000,0,"0,0,0,0",,,16777215,null,2,0.0434,null,false
